Domain, Problem,h*, lsud,hLA, lsuda, lsd, lsda,h+,coles-etal,add_h_max (aaai05),h_max
M10(Miconic), s29-1.pddl,,91,91,91,91,91,91,59,5,3
M10(Miconic), s29-2.pddl,,95,95,95,95,95,95,59,5,3
M10(Miconic), s29-3.pddl,,96,96,96,96,96,96,59,5,3
M10(Miconic), s29-4.pddl,,99,99,99,99,99,99,59,5,3
M10(Miconic), s30-0.pddl,,95,95,95,95,95,95,61,5,3
M10(Miconic), s30-1.pddl,,98,98,98,98,98,98,61,5,3
M10(Miconic), s30-2.pddl,,96,96,96,96,96,96,61,5,3
M10(Miconic), s30-3.pddl,,100,100,100,100,100,100,61,5,3
M10(Miconic), s30-4.pddl,,99,99,99,99,99,99,61,5,3



MPrime,prob01.pddl,,5,5,,,,5,5,2,4
MPrime,prob02.pddl,,6,6,,,,7,5,4,3
MPrime,prob03.pddl,,4,4,,,,4,4,3,3
MPrime,prob04.pddl,,6,6,,,,7,6,3,6
MPrime,prob05.pddl,,6,6,,,,8,6,5,4
MPrime,prob06.pddl,,2,2,,,,fail,6,,5
MPrime,prob07.pddl,,4,4,,,,5,5,3,4
MPrime,prob08.pddl,,1,1,,,,5,4,4,4
MPrime,prob09.pddl,,6,6,,,,8,5,6,4
MPrime,prob10.pddl,,1,1,,,,fail,4,,4
MPrime,prob11.pddl,,6,6,,,,7,7,4,4
MPrime,prob12.pddl,,3,3,,,,5,3,3,3
MPrime,prob13.pddl,,2,2,,,,fail,6,,4
MPrime,prob14.pddl,,2,2,,,,fail,5,,4
MPrime,prob15.pddl,,1,1,,,,fail,4,,4
MPrime,prob16.pddl,,2,2,,,,5,5,4,3
MPrime,prob17.pddl,,1,1,,,,4,3,3,3
MPrime,prob18.pddl,,1,1,,,,fail,7,7,7
MPrime,prob19.pddl,,1,1,,,,5,3,3,3
MPrime,prob20.pddl,,1,1,,,,fail,4,4,4
MPrime,prob21.pddl,,1,1,,,,4,3,,3
MPrime,prob22.pddl,,1,1,,,,fail,5,,5
MPrime,prob23.pddl,,1,1,,,,fail,5,5,5
MPrime,prob24.pddl,,3,3,,,,fail,3,,3
MPrime,prob25.pddl,,4,4,,,,4,3,3,3
MPrime,prob26.pddl,,1,1,,,,6,4,3,4
MPrime,prob27.pddl,,5,5,,,,5,5,4,2
MPrime,prob28.pddl,,6,6,,,,7,6,4,4
MPrime,prob29.pddl,,3,3,,,,4,4,3,3
MPrime,prob30.pddl,,2,2,,,,fail,6,4,3
MPrime,prob31.pddl,,1,1,,,,4,3,3,3
MPrime,prob32.pddl,,5,5,,,,5,4,4,4
MPrime,prob33.pddl,,1,1,,,,8,6,,5
MPrime,prob34.pddl,,1,1,,,,4,3,3,3
MPrime,prob35.pddl,,3,3,,,,4,3,3,3

Freecell-2000, probfreecell-2-1.pddl,,8,8,8,8,8,9,4,4,4
Freecell-2000, probfreecell-2-2.pddl,,8,8,8,8,8,8,3,8,3
Freecell-2000, probfreecell-2-3.pddl,,8,8,8,8,8,8,4,5,3
Freecell-2000, probfreecell-2-4.pddl,,7,7,7,8,8,8,2,8,2
Freecell-2000, probfreecell-2-5.pddl,,8,8,8,8,8,9,4,9,3
Freecell-2000, probfreecell-3-1.pddl,,11,,11,13,13,fail,10,8,6
Freecell-2000, probfreecell-3-2.pddl,,10,,10,13,13,fail,5,7,5
Freecell-2000, probfreecell-3-3.pddl,,11,,11,12,12,fail,7,9,4
Freecell-2000, probfreecell-3-4.pddl,,10,,10,12,12,fail,5,7,3
Freecell-2000, probfreecell-3-5.pddl,,10,,10,13,13,fail,7,8,5
Freecell-2000, probfreecell-4-1.pddl,,14,,14,17,17,fail,11,9,7
Freecell-2000, probfreecell-4-2.pddl,,14,,14,17,17,fail,9,10,6
Freecell-2000, probfreecell-4-3.pddl,,16,,16,18,18,fail,15,10,6
Freecell-2000, probfreecell-4-4.pddl,,14,,14,18,18,fail,9,,5
Freecell-2000, probfreecell-4-5.pddl,,13,,13,17,17,fail,10,,6
Freecell-2000, probfreecell-5-1.pddl,,17,,17,21,21,fail,16,12,8
Freecell-2000, probfreecell-5-2.pddl,,18,,18,21,21,fail,17,14,7
Freecell-2000, probfreecell-5-3.pddl,,19,,19,24,24,fail,21,,7
Freecell-2000, probfreecell-5-4.pddl,,19,,19,22,22,fail,16,,6
Freecell-2000, probfreecell-5-5.pddl,,18,,18,22,22,fail,19,,9
Freecell-2000, probfreecell-6-1.pddl,,20,,20,26,26,fail,9,,9
Freecell-2000, probfreecell-6-2.pddl,,22,,22,26,26,fail,16,,8
Freecell-2000, probfreecell-6-3.pddl,,22,,22,26,26,fail,17,,8
Freecell-2000, probfreecell-6-4.pddl,,22,,22,27,27,fail,23,,8
Freecell-2000, probfreecell-6-5.pddl,,22,,22,28,28,fail,22,,10
Freecell-2000, probfreecell-7-1.pddl,,27,,27,31,31,fail,10,,10
Freecell-2000, probfreecell-7-2.pddl,,25,,25,29,29,fail,22,,10
Freecell-2000, probfreecell-7-3.pddl,,26,,26,32,32,fail,20,,9
Freecell-2000, probfreecell-7-4.pddl,,25,,25,32,32,fail,19,,9
Freecell-2000, probfreecell-7-5.pddl,,27,,27,34,34,fail,22,,11
Freecell-2000, probfreecell-8-1.pddl,,32,,32,37,37,fail,14,,11
Freecell-2000, probfreecell-8-2.pddl,,28,,28,35,35,fail,25,,11
Freecell-2000, probfreecell-8-3.pddl,,30,,30,38,38,fail,18,,10
Freecell-2000, probfreecell-8-4.pddl,,29,,29,37,37,fail,19,,12
Freecell-2000, probfreecell-8-5.pddl,,33,,33,40,40,fail,24,,12
Freecell-2000, probfreecell-9-1.pddl,,34,,34,41,41,fail,19,,12
Freecell-2000, probfreecell-9-2.pddl,,32,,32,40,40,fail,23,,12
Freecell-2000, probfreecell-9-3.pddl,,35,,35,43,43,fail,13,,11
Freecell-2000, probfreecell-9-4.pddl,,34,,34,43,43,fail,26,,13
Freecell-2000, probfreecell-9-5.pddl,,32,,32,40,40,fail,25,,14
Freecell-2000, probfreecell-10-1.pddl,,40,,40,48,48,fail,17,,13
Freecell-2000, probfreecell-10-2.pddl,,39,,39,48,48,fail,25,,14
Freecell-2000, probfreecell-10-3.pddl,,39,,39,47,47,fail,19,,13
Freecell-2000, probfreecell-10-4.pddl,,39,,39,48,48,fail,25,,14
Freecell-2000, probfreecell-10-5.pddl,,37,,37,47,47,fail,25,,16
Freecell-2000, probfreecell-11-1.pddl,,46,,46,53,53,fail,22,,15
Freecell-2000, probfreecell-11-2.pddl,,44,,44,53,53,fail,29,,15
Freecell-2000, probfreecell-11-3.pddl,,44,,44,54,54,fail,19,,15
Freecell-2000, probfreecell-11-4.pddl,,47,,47,56,56,fail,29,,15
Freecell-2000, probfreecell-11-5.pddl,,44,,44,55,55,fail,30,,17
Freecell-2000, probfreecell-12-1.pddl,,51,,51,59,59,fail,25,,16
Freecell-2000, probfreecell-12-2.pddl,,45,,45,55,55,fail,22,,16
Freecell-2000, probfreecell-12-3.pddl,,52,,52,60,60,fail,21,,17
Freecell-2000, probfreecell-12-4.pddl,,51,,51,60,60,fail,31,,17
Freecell-2000, probfreecell-12-5.pddl,,52,,52,62,62,fail,34,,18
Freecell-2000, probfreecell-13-1.pddl,,55,,55,64,64,fail,28,,18
Freecell-2000, probfreecell-13-2.pddl,,49,,49,61,61,fail,30,,17
Freecell-2000, probfreecell-13-3.pddl,,56,,56,66,66,fail,27,,18
Freecell-2000, probfreecell-13-4.pddl,,56,,56,65,65,fail,36,,18
Freecell-2000, probfreecell-13-5.pddl,,56,,56,68,68,fail,34,,19
